GenderSelect,Country,Age,EmploymentStatus,StudentStatus,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,LearningDataScienceTime,FormalEducation,MajorSelect,EmployerIndustry,EmployerSize,RemoteWork,CompensationAmount,CompensationCurrency,JobSatisfaction
Male,United States,37.0,Employed full-time,,Data Miner,Employed by professional services/consulting firm,,,Master's degree,Computer Science,Hospitality/Entertainment/Sports,100 to 499 employees,,,,
Female,United States,24.0,"Not employed, and not looking for work",No,,,R,,Bachelor's degree,Mathematics or statistics,,,,,,
Male,United States,36.0,Employed full-time,,Other,Employed by professional services/consulting firm,Python,,Master's degree,Computer Science,Technology,,,,,
Male,Indonesia,20.0,Employed part-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,,Bachelor's degree,Computer Science,Other,Fewer than 10 employees,Sometimes,12000000,IDR,5
Male,Brazil,29.0,"Independent contractor, freelancer, or self-employed",,Statistician,Self-employed,,,Bachelor's degree,Mathematics or statistics,Mix of fields,,Always,,,
Male,United States,25.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,Financial,20 to 99 employees,,,,
Male,People 's Republic of China,37.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Master's degree,"Information technology, networking, or system administration",Technology,100 to 499 employees,,,,
Male,Other,27.0,Employed part-time,,,,,,,,,,,,,
Male,Pakistan,21.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Computer Science,,,,,,
Male,United States,38.0,"Not employed, but looking for work",,,,,,Master's degree,,,,,,,
Male,United States,40.0,Employed full-time,,Data Analyst,Employed by non-profit or NGO,,,Master's degree,Mathematics or statistics,Hospitality/Entertainment/Sports,,,,,
Female,People 's Republic of China,22.0,Employed part-time,,Business Analyst,Employed by a company that performs advanced analytics,,,Bachelor's degree,A social science,,,,,,
Female,United States,60.0,Employed full-time,,Researcher,Employed by government,,,Master's degree,Mathematics or statistics,Government,"1,000 to 4,999 employees",,,,
Male,Vietnam,24.0,I prefer not to say,,,,,,,,,,,,,
Male,India,33.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,,,Professional degree,,,,,,,
Male,United States,52.0,"Independent contractor, freelancer, or self-employed",,Scientist/Researcher,Self-employed,,,Master's degree,A social science,,,,,,
Male,Japan,48.0,"Not employed, but looking for work",,,,,,Master's degree,Electrical Engineering,,,,,,
Male,United States,24.0,Employed full-time,,,,,,,,,,,,,
Male,United States,26.0,Employed full-time,,,,,,,,,,,,,
Male,Brazil,29.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Male,United States,46.0,"Independent contractor, freelancer, or self-employed",,DBA/Database Engineer,Self-employed,,,Some college/university study without earning a bachelor's degree,Other,Mix of fields,,,,,
Male,Germany,29.0,Employed full-time,,Scientist/Researcher,Employed by college or university,,,Master's degree,Psychology,Academic,"1,000 to 4,999 employees",Sometimes,,,
Male,United States,,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,,Bachelor's degree,Computer Science,Technology,,,,,
Male,United States,42.0,Employed full-time,,,,,,,,,,,,,
Female,Canada,24.0,Employed part-time,,Other,Employed by college or university,,,Bachelor's degree,Mathematics or statistics,Academic,I prefer not to answer,,,,
Male,United States,37.0,Employed full-time,,Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,Computer Science,Other,"10,000 or more employees",,,,
"Non-binary, genderqueer, or gender non-conforming",Other,32.0,I prefer not to say,No,,,,,Bachelor's degree,Psychology,,,,,,
Male,People 's Republic of China,32.0,Employed part-time,,Data Miner,Employed by company that makes advanced analytic software,,,I did not complete any formal education past high school,,,,,,,
,,,"Not employed, and not looking for work",Yes,,,,,Professional degree,,,,,,,
Male,United States,31.0,Employed full-time,,,,,,,,,,,,,
Male,India,25.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,India,39.0,"Independent contractor, freelancer, or self-employed",,Data Analyst,Self-employed,,,Bachelor's degree,Other,,,,,,
Male,United States,41.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Female,United States,27.0,"Not employed, but looking for work",,,,,,Master's degree,Mathematics or statistics,,,,,,
Female,United States,48.0,Employed full-time,,Other,Employed by a company that performs advanced analytics,,,Master's degree,Mathematics or statistics,Manufacturing,"10,000 or more employees",,,,
Male,India,19.0,"Not employed, but looking for work",,,,Python,,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,Brazil,36.0,Employed full-time,,Programmer,Employed by government,,,Bachelor's degree,"Information technology, networking, or system administration",Government,100 to 499 employees,Rarely,,,8
Male,People 's Republic of China,25.0,Employed full-time,,Data Miner,Employed by a company that performs advanced analytics,,,Master's degree,Computer Science,Internet-based,"5,000 to 9,999 employees",,,,
Female,India,22.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,Computer Science,Technology,500 to 999 employees,,,,
Male,People 's Republic of China,35.0,Employed full-time,,,,,,,,,,,,,
Male,United States,29.0,Employed full-time,,Other,Employed by professional services/consulting firm,,,Bachelor's degree,Mathematics or statistics,Insurance,"1,000 to 4,999 employees",,,,
Male,United States,23.0,Employed part-time,,,,,,,,,,,,,
Male,United States,32.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,,,Doctoral degree,Biology,Mix of fields,,,,,
Male,People 's Republic of China,28.0,Employed full-time,,,,,,,,,,,,,
Male,India,20.0,"Not employed, but looking for work",,,,,,Some college/university study without earning a bachelor's degree,Computer Science,,,,,,
Male,United States,55.0,Employed full-time,,Other,Employed by government,,,Master's degree,Other,Government,"5,000 to 9,999 employees",,,,
Male,India,52.0,I prefer not to say,No,,,Python,< 1 year,Master's degree,Computer Science,,,,,,
Male,India,29.0,Employed full-time,,Statistician,Employed by a company that performs advanced analytics,Python,,Master's degree,Mathematics or statistics,Mix of fields,100 to 499 employees,Most of the time,53000,INR,2
Male,United States,36.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Master's degree,Biology,Technology,"1,000 to 4,999 employees",,,,
Female,United States,24.0,Employed part-time,,Data Analyst,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,Bachelor's degree,Management information systems,,,,,,
Male,Canada,35.0,Employed full-time,,Other,Employed by a company that performs advanced analytics,Python,,Doctoral degree,Mathematics or statistics,Financial,"10,000 or more employees",Sometimes,,,8
Male,South Korea,25.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Mathematics or statistics,,,,,,
Male,People 's Republic of China,24.0,Employed full-time,,Machine Learning Engineer,Employed by professional services/consulting firm,,,Doctoral degree,Computer Science,,,,,,
Male,India,44.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Master's degree,Computer Science,Manufacturing,"10,000 or more employees",,,,
Male,India,26.0,Employed full-time,,Machine Learning Engineer,"Employed by company that makes advanced analytic software,Employed by college or university",,,Master's degree,Engineering (non-computer focused),Other,500 to 999 employees,,,,
Male,People 's Republic of China,24.0,"Not employed, but looking for work",,,,,,Master's degree,Computer Science,,,,,,
Male,India,20.0,I prefer not to say,Yes,,,Python,< 1 year,,Engineering (non-computer focused),,,,,,
Male,India,26.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,Other,Technology,100 to 499 employees,,,,
Male,India,20.0,"Not employed, and not looking for work",Yes,,,Python,,Some college/university study without earning a bachelor's degree,Other,,,,,,
Male,India,18.0,"Not employed, but looking for work",,,,,,,,,,,,,
Male,Australia,27.0,Employed full-time,,Computer Scientist,Employed by professional services/consulting firm,,,Bachelor's degree,,,,,,,
Male,Japan,48.0,"Independent contractor, freelancer, or self-employed",,Software Developer/Software Engineer,Self-employed,,,Some college/university study without earning a bachelor's degree,,Technology,,,,,
Male,People 's Republic of China,25.0,Employed full-time,,,,,,,,,,,,,
Male,Australia,37.0,Employed full-time,,Other,Employed by a company that performs advanced analytics,R,< 1 year,Master's degree,,Insurance,,,,,
Female,People 's Republic of China,23.0,Employed part-time,,Data Analyst,Employed by company that makes advanced analytic software,,,,,,,,,,
Female,Other,23.0,Employed full-time,,,,,,,,,,,,,
Male,United States,25.0,Employed part-time,,,,,,,,,,,,,
Male,United States,33.0,Employed full-time,,Engineer,Employed by a company that performs advanced analytics,,,Master's degree,Engineering (non-computer focused),Technology,20 to 99 employees,,,,
Male,India,25.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Computer Science,Technology,"10,000 or more employees",,,,
Male,India,21.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Computer Science,,,,,,
Male,United States,34.0,Employed full-time,,Business Analyst,Employed by non-profit or NGO,,,Bachelor's degree,Fine arts or performing arts,Insurance,"5,000 to 9,999 employees",,,,
Male,,,"Not employed, and not looking for work",No,,,Python,,Bachelor's degree,Electrical Engineering,,,,,,
Male,People 's Republic of China,45.0,Employed part-time,,Data Analyst,Employed by college or university,Python,,I did not complete any formal education past high school,,Internet-based,,,,,
Female,United States,25.0,Employed full-time,,Other,Employed by college or university,,,Master's degree,Mathematics or statistics,Academic,"10,000 or more employees",,,,
"Non-binary, genderqueer, or gender non-conforming",Vietnam,29.0,Employed full-time,,Data Scientist,Employed by college or university,,,Master's degree,Computer Science,Technology,100 to 499 employees,,,,
Male,India,24.0,Employed full-time,,Data Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Computer Science,Mix of fields,"1,000 to 4,999 employees",,,,
,,,I prefer not to say,,,,,,,,,,,,,
Male,Other,27.0,Employed full-time,,Machine Learning Engineer,Employed by company that makes advanced analytic software,,,Master's degree,Computer Science,Technology,100 to 499 employees,,,,
Male,Brazil,51.0,Employed full-time,,Data Analyst,Employed by college or university,,,Bachelor's degree,"Information technology, networking, or system administration",Government,100 to 499 employees,,,,
Male,United States,59.0,Employed full-time,,Data Scientist,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Python,,Doctoral degree,Mathematics or statistics,Technology,"10,000 or more employees",Sometimes,225000,,4
Male,United States,21.0,Employed part-time,,Data Analyst,Employed by college or university,,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,Academic,,,,,
Male,United States,55.0,Employed full-time,,Other,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,A health science,Other,,,,,
Male,Vietnam,21.0,Employed part-time,,Data Scientist,"Employed by professional services/consulting firm,Employed by college or university,Self-employed",,,Bachelor's degree,,,,,,,
Male,People 's Republic of China,25.0,"Not employed, but looking for work",,,,Python,,Bachelor's degree,Computer Science,,,,,,
Male,Canada,13.0,"Not employed, and not looking for work",No,,,,,I did not complete any formal education past high school,,,,,,,
Male,United States,25.0,Employed part-time,,Data Analyst,Employed by college or university,,,Master's degree,Engineering (non-computer focused),Hospitality/Entertainment/Sports,20 to 99 employees,,,,
Male,United States,43.0,Employed full-time,,Data Analyst,Employed by a company that performs advanced analytics,Python,15+ years,Some college/university study without earning a bachelor's degree,,Other,,,,,
Male,United States,19.0,Employed part-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Some college/university study without earning a bachelor's degree,Computer Science,Financial,"10,000 or more employees",Sometimes,,,
Male,People 's Republic of China,23.0,Employed full-time,,,,,,,,,,,,,
Male,United States,42.0,Employed full-time,,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,,,Master's degree,,,,,,,
Male,United States,26.0,Employed full-time,,Machine Learning Engineer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,,Technology,20 to 99 employees,,,,
Male,India,23.0,Employed full-time,,Programmer,Employed by professional services/consulting firm,,,Master's degree,Computer Science,Technology,100 to 499 employees,,,,
Male,Other,13.0,"Not employed, and not looking for work",No,,,,,,,,,,,,
Male,Vietnam,24.0,"Not employed, but looking for work",,,,Python,,Bachelor's degree,Computer Science,,,,,,
Male,Indonesia,24.0,"Not employed, but looking for work",,,,R,3-5 years,Bachelor's degree,Mathematics or statistics,,,,,,
Male,United States,20.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Male,Other,24.0,Employed full-time,,Data Analyst,Self-employed,,,Master's degree,Computer Science,Mix of fields,500 to 999 employees,,,,
Male,Japan,49.0,"Independent contractor, freelancer, or self-employed",,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,A humanities discipline,Internet-based,,Sometimes,,,
Female,People 's Republic of China,26.0,Employed full-time,,Engineer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,Taiwan,20.0,"Not employed, and not looking for work",Yes,,,Python,,Some college/university study without earning a bachelor's degree,Computer Science,,,,,,
Male,South Korea,24.0,"Not employed, but looking for work",,,,,,Bachelor's degree,Computer Science,,,,,,
Male,United States,31.0,Employed full-time,,Data Analyst,Employed by a company that performs advanced analytics,,,Master's degree,,Technology,100 to 499 employees,,,,
Male,India,23.0,Employed full-time,,Machine Learning Engineer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Computer Science,Technology,"1,000 to 4,999 employees",,,,
Male,Republic of China,39.0,Employed full-time,,Engineer,Employed by company that makes advanced analytic software,,,Master's degree,Computer Science,Technology,"10,000 or more employees",,,,
Male,People 's Republic of China,31.0,Employed full-time,,Machine Learning Engineer,Employed by company that makes advanced analytic software,,,Bachelor's degree,Mathematics or statistics,Internet-based,500 to 999 employees,,,,
Male,United States,52.0,Employed full-time,,Engineer,Employed by government,Python,,Doctoral degree,Physics,Military/Security,20 to 99 employees,Never,130000,USD,5
Male,Turkey,25.0,"Not employed, but looking for work",,,,C/C++/C#,< 1 year,Bachelor's degree,Computer Science,,,,,,
Male,Japan,37.0,Employed full-time,,,,,,,,,,,,,
Male,United States,35.0,Employed full-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,,,Master's degree,,Other,"10,000 or more employees",,,,
Male,India,27.0,Employed full-time,,DBA/Database Engineer,Employed by college or university,,,Master's degree,"Information technology, networking, or system administration",Academic,500 to 999 employees,,,,
Male,Other,,Employed full-time,,Data Scientist,,,,Bachelor's degree,,,,,,,
Male,Taiwan,20.0,"Not employed, but looking for work",,,,,,Some college/university study without earning a bachelor's degree,,,,,,,
Female,Other,25.0,Employed part-time,,Researcher,Employed by government,,,Bachelor's degree,Computer Science,Government,10 to 19 employees,,,,
Male,Canada,28.0,Employed full-time,,Scientist/Researcher,Employed by college or university,,,Master's degree,Other,Academic,Fewer than 10 employees,,,,
Male,Russia,21.0,Employed full-time,,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",,,Master's degree,Computer Science,,,,,,
Male,Vietnam,30.0,Employed full-time,,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,,,Master's degree,Computer Science,Technology,20 to 99 employees,,,,
Male,Other,32.0,Employed full-time,,Other,Employed by professional services/consulting firm,,,Bachelor's degree,"Information technology, networking, or system administration",,,,,,
Male,Vietnam,21.0,Employed part-time,,,,,,,,,,,,,
Male,India,46.0,I prefer not to say,No,,,Python,,Professional degree,,,,,,,
Male,India,21.0,I prefer not to say,Yes,,,,,Some college/university study without earning a bachelor's degree,,,,,,,
Male,India,23.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,R,,Bachelor's degree,I never declared a major,Financial,500 to 999 employees,Sometimes,35000,,7
Male,India,24.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,,,Master's degree,Other,Technology,"10,000 or more employees",,,,
Male,India,31.0,Employed full-time,,Predictive Modeler,Employed by a company that performs advanced analytics,Python,,Master's degree,Engineering (non-computer focused),Financial,"10,000 or more employees",Never,45000,,2
Female,Australia,38.0,Employed part-time,,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,,,Master's degree,Computer Science,,,,,,
Male,Germany,27.0,"Not employed, but looking for work",,,,,,Master's degree,Computer Science,,,,,,
Male,Canada,35.0,Employed part-time,,,,,,,,,,,,,
Male,Taiwan,46.0,Employed full-time,,,,,,,,,,,,,
Male,Russia,27.0,I prefer not to say,,,,,,,,,,,,,
Male,Philippines,24.0,I prefer not to say,Yes,,,Python,1-2 years,Bachelor's degree,Mathematics or statistics,,,,,,
Female,India,21.0,"Not employed, but looking for work",,,,,,,,,,,,,
Female,People 's Republic of China,21.0,Employed part-time,,,,,,,,,,,,,
Male,India,30.0,Employed full-time,,Predictive Modeler,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,Master's degree,Computer Science,Technology,100 to 499 employees,,,,
,,,"Not employed, and not looking for work",,,,,,,,,,,,,
Female,United States,52.0,Employed full-time,,Predictive Modeler,Employed by college or university,,,Doctoral degree,Mathematics or statistics,Academic,"1,000 to 4,999 employees",,,,
Male,Pakistan,34.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,,,Some college/university study without earning a bachelor's degree,Other,Technology,10 to 19 employees,,,,
Male,Colombia,30.0,"Independent contractor, freelancer, or self-employed",,Other,Employed by professional services/consulting firm,,,Professional degree,,,,,,,
Male,India,21.0,"Not employed, but looking for work",,,,R,1-2 years,Bachelor's degree,Computer Science,,,,,,
Male,United States,22.0,Employed full-time,,Data Analyst,Employed by non-profit or NGO,,,Bachelor's degree,Mathematics or statistics,Hospitality/Entertainment/Sports,"10,000 or more employees",,,,
Male,United States,29.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,Electrical Engineering,Technology,"10,000 or more employees",,,,
Male,United States,28.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,,,Master's degree,Computer Science,,,,,,
Male,India,31.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,,,Master's degree,Engineering (non-computer focused),,,,,,
Female,India,44.0,Employed full-time,,Other,Employed by college or university,,,Doctoral degree,Computer Science,Academic,500 to 999 employees,,,,
Female,Australia,35.0,I prefer not to say,No,,,,,Master's degree,,,,,,,
Female,Philippines,37.0,Employed full-time,,Machine Learning Engineer,Employed by college or university,,,,,,,,,,
Male,United States,29.0,"Not employed, but looking for work",,,,R,,Master's degree,Computer Science,,,,,,
,,,"Not employed, but looking for work",,,,,,,,,,,,,
Male,New Zealand,43.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Female,People 's Republic of China,30.0,Employed full-time,,Engineer,Employed by professional services/consulting firm,,,Master's degree,Engineering (non-computer focused),Technology,500 to 999 employees,,,,1 - Highly Dissatisfied
A different identity,India,30.0,Employed full-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Engineering (non-computer focused),Manufacturing,,,,,
Male,India,34.0,"Not employed, but looking for work",,,,Python,,Master's degree,Engineering (non-computer focused),,,,,,
Female,United States,40.0,Employed full-time,,Business Analyst,Employed by a company that performs advanced analytics,Python,< 1 year,Bachelor's degree,"Information technology, networking, or system administration",Technology,,,,,
Male,India,40.0,Employed full-time,,DBA/Database Engineer,Employed by a company that performs advanced analytics,,,Bachelor's degree,Engineering (non-computer focused),Financial,"10,000 or more employees",,,,
Male,Japan,27.0,Employed full-time,,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,,,Master's degree,Computer Science,Academic,,,,,
Male,People 's Republic of China,26.0,Employed full-time,,Researcher,Employed by a company that performs advanced analytics,,,Master's degree,Computer Science,Technology,"10,000 or more employees",,,,
Male,Iran,25.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Female,United States,22.0,I prefer not to say,No,,,,,Bachelor's degree,,,,,,,
Male,United States,23.0,Employed full-time,,,,,,,,,,,,,
Male,Russia,27.0,Employed full-time,,Business Analyst,Employed by a company that doesn't perform advanced analytics,,,Master's degree,,Financial,20 to 99 employees,,,,
Male,People 's Republic of China,34.0,Employed full-time,,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,Master's degree,,Other,500 to 999 employees,Rarely,,,
Male,South Africa,23.0,"Not employed, but looking for work",,,,,,I did not complete any formal education past high school,,,,,,,
Female,United States,28.0,Employed full-time,,,,,,,,,,,,,
Male,India,21.0,"Not employed, but looking for work",,,,,,Bachelor's degree,"Information technology, networking, or system administration",,,,,,
Male,India,23.0,Employed full-time,,Other,Employed by a company that performs advanced analytics,,,Bachelor's degree,Mathematics or statistics,,,,,,
Male,Singapore,30.0,Employed part-time,,Computer Scientist,,,,Doctoral degree,,,,,,,
Male,United States,33.0,Employed full-time,,Engineer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Computer Science,CRM/Marketing,10 to 19 employees,,,,
Male,India,29.0,"Independent contractor, freelancer, or self-employed",,Business Analyst,Self-employed,,,Master's degree,Engineering (non-computer focused),Financial,,,,,
Male,United States,26.0,Employed full-time,,Computer Scientist,Employed by company that makes advanced analytic software,,,Master's degree,Electrical Engineering,Technology,"10,000 or more employees",,,,
Male,South Korea,,"Independent contractor, freelancer, or self-employed",,Programmer,,,,Master's degree,Computer Science,Hospitality/Entertainment/Sports,,,,,
Female,India,25.0,Employed full-time,,Business Analyst,Employed by a company that performs advanced analytics,,,Bachelor's degree,Engineering (non-computer focused),Retail,"10,000 or more employees",,,,
Male,Finland,31.0,Employed full-time,,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,,,Master's degree,Computer Science,Technology,20 to 99 employees,,,,
Male,India,28.0,I prefer not to say,No,,,,,Bachelor's degree,Computer Science,,,,,,
Male,Singapore,29.0,Employed full-time,,Programmer,Employed by a company that doesn't perform advanced analytics,,,Bachelor's degree,Mathematics or statistics,Technology,,,,,
Male,India,31.0,Employed full-time,,,,,,,,,,,,,
Male,Other,22.0,"Not employed, and not looking for work",Yes,,,,,Some college/university study without earning a bachelor's degree,Mathematics or statistics,,,,,,
Male,Mexico,21.0,Employed part-time,,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,,,Bachelor's degree,Computer Science,Technology,"1,000 to 4,999 employees",,,,
Male,United Kingdom,46.0,Employed full-time,,Other,Employed by professional services/consulting firm,,,Master's degree,Computer Science,Mix of fields,"10,000 or more employees",,,,
Female,United States,25.0,Employed full-time,,Data Analyst,"Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",,,Master's degree,"Information technology, networking, or system administration",Internet-based,20 to 99 employees,,,,
Male,United States,27.0,"Independent contractor, freelancer, or self-employed",,Software Developer/Software Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,Master's degree,Computer Science,Internet-based,,,,,
Male,Australia,38.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,Bachelor's degree,Management information systems,Other,100 to 499 employees,,,,
Male,United States,32.0,I prefer not to say,No,,,Python,< 1 year,Bachelor's degree,A humanities discipline,,,,,,
Male,United States,57.0,Employed full-time,,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,,Doctoral degree,Physics,Telecommunications,"10,000 or more employees",Sometimes,,,10 - Highly Satisfied
Male,India,44.0,Employed part-time,,,,,,,,,,,,,
,,,"Not employed, and not looking for work",,,,,,,,,,,,,
Male,Russia,35.0,"Independent contractor, freelancer, or self-employed",,,,,,,,,,,,,
Male,South Korea,23.0,Employed full-time,,,,,,,,,,,,,
Male,India,27.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Master's degree,Engineering (non-computer focused),Pharmaceutical,"1,000 to 4,999 employees",,,,
Female,United States,24.0,Employed full-time,,Software Developer/Software Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,Master's degree,,,,,,,
Female,Taiwan,48.0,I prefer not to say,,,,,,,,,,,,,
Male,South Korea,42.0,Employed full-time,,Data Scientist,Employed by company that makes advanced analytic software,,,Bachelor's degree,Computer Science,,,,,,
Male,India,31.0,Employed full-time,,Other,Employed by a company that performs advanced analytics,,,Bachelor's degree,Engineering (non-computer focused),,,,,,
Male,United States,30.0,Employed part-time,,Researcher,Employed by college or university,,,Doctoral degree,A social science,Academic,,,,,
Male,United States,30.0,Employed full-time,,Other,Employed by college or university,,,Doctoral degree,,,,,,,
Female,United States,22.0,Employed part-time,,Scientist/Researcher,Employed by college or university,,,Bachelor's degree,Physics,Pharmaceutical,,,,,
Female,Taiwan,24.0,Employed full-time,,Researcher,Employed by college or university,,,Bachelor's degree,Computer Science,,,,,,
Male,India,23.0,"Independent contractor, freelancer, or self-employed",,Data Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Mathematics or statistics,Financial,,,,,
Male,Australia,37.0,Employed full-time,,Data Analyst,Employed by a company that doesn't perform advanced analytics,,,Master's degree,Engineering (non-computer focused),Telecommunications,"1,000 to 4,999 employees",,,,
Male,Ukraine,33.0,Employed full-time,,Business Analyst,,,,Bachelor's degree,,,,,,,
Male,India,27.0,Employed full-time,,Software Developer/Software Engineer,Employed by professional services/consulting firm,,,,Computer Science,Telecommunications,"10,000 or more employees",,,,
Male,India,22.0,Employed full-time,,Machine Learning Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,Bachelor's degree,Computer Science,Technology,,,,,
Male,India,42.0,Employed full-time,,Programmer,Employed by company that makes advanced analytic software,,,Bachelor's degree,,,,,,,
Male,Philippines,25.0,Employed full-time,,Data Scientist,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",,,Bachelor's degree,Computer Science,Telecommunications,"10,000 or more employees",,,,
Male,Poland,40.0,Employed full-time,,Programmer,Employed by a company that doesn't perform advanced analytics,,,Master's degree,"Information technology, networking, or system administration",Other,100 to 499 employees,,,,
Male,India,22.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,,,Bachelor's degree,Electrical Engineering,Internet-based,,,,,
Male,United States,57.0,Employed full-time,,Machine Learning Engineer,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",R,,Bachelor's degree,Electrical Engineering,Mix of fields,"10,000 or more employees",,220000,,8
Female,Singapore,25.0,Employed full-time,,Researcher,Employed by college or university,Python,,Bachelor's degree,Computer Science,Academic,I don't know,Sometimes,,,9
Male,Japan,29.0,Employed full-time,,Data Miner,Employed by a company that performs advanced analytics,,,I prefer not to answer,Engineering (non-computer focused),,,,,,
Male,Japan,40.0,Employed full-time,,Researcher,Employed by college or university,,,Doctoral degree,Biology,Academic,"10,000 or more employees",,,,
Male,United States,22.0,Employed part-time,,Researcher,Employed by college or university,,,Master's degree,"Information technology, networking, or system administration",Technology,Fewer than 10 employees,,,,
Female,Other,23.0,"Not employed, but looking for work",,,,,,,,,,,,,
Female,United States,30.0,"Not employed, but looking for work",,,,Python,,Master's degree,Mathematics or statistics,,,,,,
Male,India,38.0,Employed full-time,,Data Scientist,Employed by a company that performs advanced analytics,,,Doctoral degree,Engineering (non-computer focused),Retail,"10,000 or more employees",,,,
Male,India,23.0,"Not employed, and not looking for work",Yes,,,,,Bachelor's degree,,,,,,,
Male,Other,32.0,Employed full-time,,Data Scientist,Employed by professional services/consulting firm,,,Master's degree,Computer Science,Other,"10,000 or more employees",,,,
Male,Brazil,35.0,"Independent contractor, freelancer, or self-employed",,Other,Self-employed,,,Master's degree,Engineering (non-computer focused),Other,,,,,
Male,India,25.0,Employed full-time,,Business Analyst,Employed by professional services/consulting firm,,,Bachelor's degree,Other,CRM/Marketing,"1,000 to 4,999 employees",,,,
Male,India,39.0,Employed full-time,,,,,,,,,,,,,
Male,India,,I prefer not to say,Yes,,,,,Bachelor's degree,Computer Science,,,,,,
Male,South Africa,29.0,Employed full-time,,Predictive Modeler,Employed by professional services/consulting firm,,,Bachelor's degree,Mathematics or statistics,Financial,20 to 99 employees,,,,
Male,Singapore,22.0,"Not employed, and not looking for work",Yes,,,Python,< 1 year,I did not complete any formal education past high school,,,,,,,
